property_type,state,region,city,neighborhood,price_source,base_price_m2,area_m2,bedrooms,bathrooms,floor,parking_spaces,neighborhood_score,condo_fee,age_years,distance_to_center_km,price
house,RR,Norte,Boa Vista,Região Residencial,estimated_regional_proxy,5300.0,303,4,5,0,0,7.5,900.76,4,13.56,1932542.64
house,PA,Norte,Belém,Região Periférica,FipeZAP,8882.0,198,3,4,0,3,6.5,511.22,34,18.22,1431744.03
house,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,219,4,5,0,3,7.0,1065.26,0,6.47,2154415.22
apartment,AC,Norte,Rio Branco,Centro,estimated_regional_proxy,5200.0,43,1,2,15,2,8.6,597.42,36,1.91,359386.27
house,ES,Sudeste,Vitória,Zona Leste,FipeZAP,14818.0,305,3,3,0,2,5.9,1184.0,8,7.71,3734624.31
apartment,MS,Centro-Oeste,Campo Grande,Área Universitária,FipeZAP,6839.0,76,2,1,12,3,6.9,924.29,22,13.94,688075.8
house,MA,Nordeste,São Luís,Zona Norte,FipeZAP,8627.0,274,4,4,0,1,6.4,650.07,25,14.4,2191500.4
apartment,PE,Nordeste,Recife,Região Periférica,FipeZAP,8615.0,92,3,2,24,1,6.5,789.36,8,11.86,827967.04
apartment,DF,Centro-Oeste,Brasília,Região Residencial,FipeZAP,10090.0,92,4,5,18,0,7.1,760.82,28,12.47,1027227.68
apartment,PA,Norte,Belém,Centro,FipeZAP,8882.0,67,3,4,1,1,7.9,634.99,38,0.66,759017.44
house,TO,Norte,Palmas,Região Periférica,estimated_regional_proxy,5900.0,163,2,1,0,0,4.4,416.98,30,12.23,644946.49
apartment,CE,Nordeste,Fortaleza,Zona Norte,FipeZAP,9350.0,61,2,1,20,2,6.2,901.06,31,5.37,610377.91
house,PA,Norte,Belém,Zona Sul,FipeZAP,8882.0,161,3,4,0,1,8.4,476.12,7,2.36,1819087.8
house,AP,Norte,Macapá,Zona Leste,estimated_regional_proxy,5400.0,201,3,3,0,1,5.8,491.39,8,10.93,1116608.27
house,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,228,3,3,0,2,5.8,743.94,30,5.99,2376577.12
apartment,AM,Norte,Manaus,Zona Sul,FipeZAP,7513.0,115,4,4,31,0,8.7,1752.63,9,2.95,1410265.45
apartment,PR,Sul,Curitiba,Zona Oeste,FipeZAP,11694.0,131,2,2,27,1,5.8,1287.75,38,18.12,1413833.29
house,RJ,Sudeste,Rio de Janeiro,Zona Oeste,FipeZAP,10939.0,89,3,4,0,1,8.3,275.3,12,18.39,963997.9
apartment,TO,Norte,Palmas,Região Residencial,estimated_regional_proxy,5900.0,95,2,3,31,0,8.5,1090.78,31,14.74,587546.62
house,SP,Sudeste,São Paulo,Região Periférica,FipeZAP,12019.0,256,5,5,0,1,6.0,932.64,17,17.32,2381670.47
apartment,SC,Sul,Florianópolis,Centro,FipeZAP,13208.0,79,2,2,21,2,8.6,703.24,0,1.68,1499190.34
apartment,MA,Nordeste,São Luís,Região Comercial,FipeZAP,8627.0,35,1,1,19,2,6.6,509.47,20,1.21,473289.76
apartment,AM,Norte,Manaus,Região Comercial,FipeZAP,7513.0,119,3,4,3,2,7.7,1276.44,24,7.37,1169213.05
apartment,DF,Centro-Oeste,Brasília,Área Nobre,FipeZAP,10090.0,183,3,4,18,2,8.8,1777.97,33,6.82,2715730.76
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,150,4,5,5,2,9.3,2824.66,24,5.01,2177086.99
apartment,CE,Nordeste,Fortaleza,Área Universitária,FipeZAP,9350.0,99,4,4,14,2,8.7,1163.26,24,2.25,1245210.92
apartment,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,200,3,2,12,1,6.6,1898.77,13,1.81,1954360.97
apartment,SP,Sudeste,São Paulo,Zona Leste,FipeZAP,12019.0,65,2,2,28,1,5.9,1031.41,15,11.28,821991.52
house,AL,Nordeste,Maceió,Região Comercial,FipeZAP,9908.0,98,2,2,0,3,8.7,537.52,39,8.86,1043152.61
apartment,MT,Centro-Oeste,Cuiabá,Região Comercial,FipeZAP,6931.0,96,3,4,34,1,7.4,1051.23,39,7.92,811903.13
apartment,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,142,5,5,17,2,6.7,1535.5,20,5.45,1056321.73
house,RJ,Sudeste,Rio de Janeiro,Área Universitária,FipeZAP,10939.0,86,2,2,0,2,6.8,468.23,24,12.55,901761.33
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,86,3,4,21,1,8.6,939.99,1,5.31,1654905.17
house,RR,Norte,Boa Vista,Zona Oeste,estimated_regional_proxy,5300.0,196,4,5,0,2,7.1,1071.77,5,7.73,1369315.85
house,AP,Norte,Macapá,Zona Oeste,estimated_regional_proxy,5400.0,244,5,5,0,1,6.5,726.06,31,19.06,1238318.15
apartment,PI,Nordeste,Teresina,Zona Leste,FipeZAP,5857.0,59,2,2,33,0,5.4,627.49,11,5.75,463382.82
house,SC,Sul,Florianópolis,Área Nobre,FipeZAP,13208.0,307,5,4,0,2,9.9,1036.5,30,6.24,5022031.04
apartment,SP,Sudeste,São Paulo,Zona Norte,FipeZAP,12019.0,103,3,3,20,0,5.5,1251.18,38,13.31,1127720.93
apartment,AC,Norte,Rio Branco,Zona Leste,estimated_regional_proxy,5200.0,83,2,2,1,2,6.3,574.78,33,19.73,378808.27
apartment,SC,Sul,Florianópolis,Centro,FipeZAP,13208.0,113,3,2,21,0,9.2,1435.09,35,2.27,1645005.88
house,PA,Norte,Belém,Área Universitária,FipeZAP,8882.0,200,3,3,0,3,8.9,853.42,13,6.36,1957629.17
house,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,211,3,2,0,2,7.2,1087.01,32,2.58,1922536.73
apartment,ES,Sudeste,Vitória,Zona Norte,FipeZAP,14818.0,108,3,4,32,0,6.2,846.82,37,15.91,1373646.69
house,RR,Norte,Boa Vista,Centro,estimated_regional_proxy,5300.0,255,4,5,0,2,9.1,786.11,19,2.73,1813200.76
apartment,RN,Nordeste,Natal,Região Residencial,FipeZAP,6334.0,115,3,2,19,3,7.7,1129.73,22,10.86,959242.5
apartment,RS,Sul,Porto Alegre,Zona Sul,FipeZAP,7579.0,113,3,3,4,2,8.7,1441.78,21,7.03,1228375.57
house,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,169,3,4,0,2,8.4,937.99,26,11.27,1662758.22
house,PE,Nordeste,Recife,Zona Leste,FipeZAP,8615.0,99,3,3,0,0,5.5,269.44,33,16.65,664507.3
apartment,SC,Sul,Florianópolis,Área Nobre,FipeZAP,13208.0,121,3,3,1,1,8.6,1661.84,30,6.44,2102008.94
apartment,RS,Sul,Porto Alegre,Área Universitária,FipeZAP,7579.0,75,2,1,6,0,7.8,858.69,31,11.03,564842.08
house,PE,Nordeste,Recife,Região Comercial,FipeZAP,8615.0,127,3,3,0,2,8.6,521.54,27,9.98,1261015.9
apartment,AC,Norte,Rio Branco,Zona Sul,estimated_regional_proxy,5200.0,85,2,1,20,2,9.3,1067.34,33,9.42,600392.42
house,SP,Sudeste,São Paulo,Região Residencial,FipeZAP,12019.0,240,4,3,0,1,8.0,1192.07,33,15.76,2531216.5
apartment,PI,Nordeste,Teresina,Região Comercial,FipeZAP,5857.0,116,3,3,0,2,8.9,806.4,11,6.2,980909.86
house,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,216,5,5,0,2,8.7,727.05,14,7.27,1552247.67
apartment,MG,Sudeste,Belo Horizonte,Zona Norte,FipeZAP,10663.0,159,4,4,8,0,6.4,1728.75,0,7.68,1754671.02
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,213,3,2,7,2,7.3,1230.38,38,16.8,2303043.25
house,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,177,3,4,0,3,8.7,891.27,38,11.03,1664935.72
house,SE,Nordeste,Aracaju,Região Residencial,FipeZAP,5529.0,103,3,3,0,3,6.1,483.76,9,10.74,875662.02
house,AM,Norte,Manaus,Região Comercial,FipeZAP,7513.0,203,5,5,0,2,8.6,850.53,12,4.97,1935317.88
house,RR,Norte,Boa Vista,Área Universitária,estimated_regional_proxy,5300.0,148,4,3,0,3,6.9,511.42,0,3.49,1216142.04
house,DF,Centro-Oeste,Brasília,Região Residencial,FipeZAP,10090.0,157,4,5,0,2,8.3,504.13,28,14.07,1681683.38
apartment,SC,Sul,Florianópolis,Região Comercial,FipeZAP,13208.0,67,2,2,11,1,7.3,837.31,25,2.33,1044410.97
apartment,AC,Norte,Rio Branco,Zona Leste,estimated_regional_proxy,5200.0,37,1,1,12,0,7.3,559.47,16,11.28,233417.15
apartment,PI,Nordeste,Teresina,Zona Sul,FipeZAP,5857.0,211,4,3,28,0,9.6,1336.79,36,5.45,1629944.3
apartment,RN,Nordeste,Natal,Área Universitária,FipeZAP,6334.0,199,3,3,20,2,8.0,1326.61,10,10.3,1473845.43
house,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,94,4,3,0,0,6.3,165.69,18,10.9,773614.97
apartment,MG,Sudeste,Belo Horizonte,Zona Leste,FipeZAP,10663.0,182,3,4,21,1,7.0,1608.36,21,5.22,1892613.48
apartment,SC,Sul,Florianópolis,Zona Sul,FipeZAP,13208.0,109,4,3,29,1,9.0,1258.76,22,8.83,1913915.91
apartment,SP,Sudeste,São Paulo,Zona Norte,FipeZAP,12019.0,72,2,3,21,1,6.1,1016.03,18,10.62,886504.67
apartment,PR,Sul,Curitiba,Área Universitária,FipeZAP,11694.0,176,4,4,25,0,7.6,1199.91,18,2.85,2286731.81
house,GO,Centro-Oeste,Goiânia,Zona Sul,FipeZAP,8226.0,117,3,2,0,1,9.0,654.19,4,2.34,1371032.26
apartment,AM,Norte,Manaus,Zona Norte,FipeZAP,7513.0,189,4,5,8,1,7.7,1369.49,30,8.65,1518044.54
house,MG,Sudeste,Belo Horizonte,Região Periférica,FipeZAP,10663.0,155,3,3,0,1,4.2,366.28,1,19.1,1277774.03
apartment,RO,Norte,Porto Velho,Centro,estimated_regional_proxy,5600.0,204,3,3,18,1,7.3,2731.16,39,2.79,1483642.85
apartment,SE,Nordeste,Aracaju,Zona Norte,FipeZAP,5529.0,182,3,2,0,3,7.7,1451.9,36,9.88,1079260.8
apartment,DF,Centro-Oeste,Brasília,Zona Norte,FipeZAP,10090.0,140,3,4,16,1,6.7,1347.8,22,8.34,1479333.24
house,MT,Centro-Oeste,Cuiabá,Zona Leste,FipeZAP,6931.0,88,2,2,0,3,6.5,463.42,11,17.66,724560.25
apartment,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,213,4,3,13,3,4.7,1764.07,3,15.59,1836209.66
apartment,MS,Centro-Oeste,Campo Grande,Região Residencial,FipeZAP,6839.0,183,4,3,3,1,7.1,1353.48,24,11.16,1264061.89
apartment,BA,Nordeste,Salvador,Zona Oeste,FipeZAP,8385.0,199,4,3,7,2,6.1,1405.89,3,15.68,1834008.06
house,MT,Centro-Oeste,Cuiabá,Centro,FipeZAP,6931.0,254,4,4,0,2,7.8,1298.56,5,2.74,2041052.69
apartment,MT,Centro-Oeste,Cuiabá,Centro,FipeZAP,6931.0,67,2,3,9,1,7.6,754.05,14,3.85,746285.76
apartment,RS,Sul,Porto Alegre,Região Residencial,FipeZAP,7579.0,92,2,1,5,2,8.3,1240.11,4,5.77,980522.04
apartment,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,205,5,4,19,1,9.7,1797.67,6,5.91,1982697.38
house,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,256,3,2,0,2,6.8,724.61,7,17.02,2396338.6
apartment,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,119,4,3,29,3,7.5,1654.68,2,2.27,1565645.15
apartment,CE,Nordeste,Fortaleza,Região Periférica,FipeZAP,9350.0,153,3,3,9,1,6.0,1586.99,32,15.34,1092585.72
house,AL,Nordeste,Maceió,Região Residencial,FipeZAP,9908.0,205,3,3,0,1,7.4,605.04,7,12.03,1986530.31
apartment,SC,Sul,Florianópolis,Centro,FipeZAP,13208.0,117,2,3,10,2,8.4,1102.41,36,2.62,1837712.83
apartment,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,33,1,1,9,1,4.2,367.31,12,23.19,172606.7
apartment,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,82,2,1,25,0,7.7,905.86,27,5.45,1023041.8
house,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,91,3,4,0,1,7.2,537.34,12,7.9,1062195.09
apartment,RO,Norte,Porto Velho,Área Nobre,estimated_regional_proxy,5600.0,41,1,1,22,1,9.5,669.23,20,5.87,465474.71
apartment,BA,Nordeste,Salvador,Centro,FipeZAP,8385.0,182,4,5,33,1,7.8,2217.06,18,3.18,1869100.14
house,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,232,4,4,0,2,6.2,983.34,15,13.94,1841282.73
apartment,AP,Norte,Macapá,Área Nobre,estimated_regional_proxy,5400.0,79,3,2,18,1,8.7,950.53,12,5.4,781363.47
apartment,RR,Norte,Boa Vista,Zona Norte,estimated_regional_proxy,5300.0,194,4,5,23,1,7.3,1226.02,12,17.67,1218759.37
apartment,BA,Nordeste,Salvador,Área Universitária,FipeZAP,8385.0,71,2,1,35,3,8.2,1154.58,27,8.17,858434.02
apartment,PI,Nordeste,Teresina,Zona Norte,FipeZAP,5857.0,134,3,3,33,1,5.8,933.21,31,12.9,810202.17
apartment,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,218,4,5,7,0,9.0,2912.75,23,5.74,2716195.87
apartment,RR,Norte,Boa Vista,Zona Oeste,estimated_regional_proxy,5300.0,178,4,4,27,2,7.8,1532.81,39,6.56,1107183.25
house,RR,Norte,Boa Vista,Zona Norte,estimated_regional_proxy,5300.0,91,4,5,0,4,5.7,592.86,5,13.92,853650.15
apartment,AP,Norte,Macapá,Zona Norte,estimated_regional_proxy,5400.0,88,3,4,19,1,7.5,773.19,31,5.65,629275.58
apartment,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,209,5,4,6,1,5.7,1572.0,12,17.51,1705252.64
house,AC,Norte,Rio Branco,Zona Norte,estimated_regional_proxy,5200.0,82,2,3,0,1,6.7,335.02,37,15.15,396144.34
apartment,GO,Centro-Oeste,Goiânia,Região Comercial,FipeZAP,8226.0,178,4,3,0,0,8.4,1388.13,18,3.31,1771163.79
apartment,PA,Norte,Belém,Área Nobre,FipeZAP,8882.0,199,5,4,33,0,9.1,1977.97,38,6.56,2558431.65
house,PR,Sul,Curitiba,Zona Sul,FipeZAP,11694.0,70,3,4,0,1,7.7,409.56,40,5.39,933738.77
apartment,MG,Sudeste,Belo Horizonte,Região Residencial,FipeZAP,10663.0,75,2,3,34,1,6.6,967.65,38,5.56,805066.63
apartment,TO,Norte,Palmas,Zona Oeste,estimated_regional_proxy,5900.0,88,3,2,30,1,7.2,729.66,11,17.64,729623.14
apartment,MA,Nordeste,São Luís,Zona Norte,FipeZAP,8627.0,151,3,2,9,0,7.3,799.83,1,10.67,1467611.65
apartment,PB,Nordeste,João Pessoa,Zona Sul,FipeZAP,8081.0,130,2,3,26,1,8.2,1080.6,15,5.29,1594415.82
apartment,AP,Norte,Macapá,Zona Leste,estimated_regional_proxy,5400.0,166,3,4,24,0,7.5,1788.76,27,21.83,904698.67
apartment,PA,Norte,Belém,Zona Norte,FipeZAP,8882.0,63,2,3,24,1,7.8,879.34,39,9.88,554331.56
apartment,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,76,2,2,33,2,7.1,1178.38,39,3.33,933883.66
house,RR,Norte,Boa Vista,Zona Norte,estimated_regional_proxy,5300.0,296,3,2,0,2,5.8,1210.15,26,7.28,1605512.32
apartment,MG,Sudeste,Belo Horizonte,Região Comercial,FipeZAP,10663.0,158,4,5,7,1,7.9,888.47,28,9.56,2008720.9
apartment,AL,Nordeste,Maceió,Zona Norte,FipeZAP,9908.0,155,3,4,27,1,6.3,1652.99,20,6.11,1579951.81
house,MG,Sudeste,Belo Horizonte,Zona Oeste,FipeZAP,10663.0,126,3,2,0,4,7.2,542.81,27,12.53,1366382.66
apartment,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,159,3,2,34,2,9.1,1985.7,20,2.17,3346910.0
house,MT,Centro-Oeste,Cuiabá,Centro,FipeZAP,6931.0,294,4,4,0,3,8.0,1139.74,24,2.36,2366746.45
house,MG,Sudeste,Belo Horizonte,Região Residencial,FipeZAP,10663.0,281,5,4,0,1,6.8,687.81,36,12.92,2475521.57
house,MT,Centro-Oeste,Cuiabá,Zona Leste,FipeZAP,6931.0,114,3,4,0,1,5.2,465.21,19,20.15,777352.37
apartment,MS,Centro-Oeste,Campo Grande,Zona Leste,FipeZAP,6839.0,185,3,2,33,2,7.5,1710.9,33,9.23,1230416.33
apartment,SP,Sudeste,São Paulo,Área Nobre,FipeZAP,12019.0,201,5,5,22,0,8.8,2710.83,36,2.77,3577380.89
house,MT,Centro-Oeste,Cuiabá,Região Periférica,FipeZAP,6931.0,205,4,5,0,3,5.9,896.19,3,17.26,1325100.71
apartment,MS,Centro-Oeste,Campo Grande,Zona Leste,FipeZAP,6839.0,208,4,5,22,1,7.2,1142.53,0,21.42,1608095.14
apartment,RS,Sul,Porto Alegre,Região Residencial,FipeZAP,7579.0,210,3,4,30,1,6.1,2299.3,0,10.31,1823309.91
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,51,1,2,2,2,8.8,672.41,36,5.41,464777.72
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,115,3,2,24,0,9.6,1891.73,39,1.78,1579973.11
apartment,SE,Nordeste,Aracaju,Zona Sul,FipeZAP,5529.0,78,2,2,25,1,9.7,1258.72,1,5.04,867691.51
apartment,AC,Norte,Rio Branco,Zona Leste,estimated_regional_proxy,5200.0,58,3,4,33,1,7.9,823.97,24,5.41,534166.13
house,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,131,2,1,0,2,8.4,586.76,14,8.2,1710159.58
apartment,AM,Norte,Manaus,Zona Sul,FipeZAP,7513.0,166,4,4,5,1,9.4,2375.69,32,9.46,1529142.07
apartment,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,192,5,5,8,1,6.1,1111.23,12,15.22,1272204.1
apartment,CE,Nordeste,Fortaleza,Zona Norte,FipeZAP,9350.0,182,5,5,13,2,5.7,1484.56,19,15.99,1745842.04
house,PI,Nordeste,Teresina,Região Comercial,FipeZAP,5857.0,218,3,4,0,3,7.9,1399.66,17,2.51,1653064.19
apartment,SP,Sudeste,São Paulo,Região Residencial,FipeZAP,12019.0,76,1,1,7,1,6.2,1023.96,13,8.39,975875.67
house,PR,Sul,Curitiba,Zona Oeste,FipeZAP,11694.0,296,4,4,0,1,6.1,673.02,35,19.3,2944251.84
apartment,PR,Sul,Curitiba,Área Universitária,FipeZAP,11694.0,134,3,3,7,0,6.9,1193.52,31,9.59,1832059.17
house,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,188,4,5,0,2,6.3,486.89,18,15.9,1578022.16
apartment,AP,Norte,Macapá,Zona Norte,estimated_regional_proxy,5400.0,78,2,2,34,1,6.3,1032.74,21,14.13,458177.99
apartment,PE,Nordeste,Recife,Zona Sul,FipeZAP,8615.0,204,3,2,19,1,7.8,1410.08,29,10.85,2080785.59
apartment,PB,Nordeste,João Pessoa,Centro,FipeZAP,8081.0,214,4,5,28,2,8.9,3027.19,1,3.87,2489654.77
house,SP,Sudeste,São Paulo,Centro,FipeZAP,12019.0,240,3,2,0,2,7.3,572.87,27,2.85,3010171.18
apartment,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,130,4,3,9,1,9.2,1789.06,20,2.93,1316091.4
house,BA,Nordeste,Salvador,Região Residencial,FipeZAP,8385.0,165,3,3,0,1,6.5,554.82,36,10.52,1172057.67
house,MA,Nordeste,São Luís,Zona Norte,FipeZAP,8627.0,236,4,5,0,2,7.8,876.32,26,5.0,2209954.28
apartment,AP,Norte,Macapá,Área Universitária,estimated_regional_proxy,5400.0,59,2,3,25,1,8.1,902.62,31,10.19,457759.7
house,PI,Nordeste,Teresina,Zona Oeste,FipeZAP,5857.0,224,5,4,0,3,8.1,761.96,10,7.19,1741608.0
apartment,PR,Sul,Curitiba,Região Residencial,FipeZAP,11694.0,58,2,2,6,1,8.3,801.97,12,3.71,851037.38
apartment,TO,Norte,Palmas,Zona Leste,estimated_regional_proxy,5900.0,118,3,3,6,1,7.8,1199.85,7,9.03,812488.56
apartment,PI,Nordeste,Teresina,Zona Oeste,FipeZAP,5857.0,98,3,2,32,0,7.6,1049.42,32,11.65,591643.0
apartment,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,35,1,1,29,2,4.8,564.17,8,20.26,325386.07
apartment,CE,Nordeste,Fortaleza,Zona Oeste,FipeZAP,9350.0,155,4,5,16,1,6.2,2086.55,23,19.44,1447153.06
apartment,PA,Norte,Belém,Região Residencial,FipeZAP,8882.0,165,4,5,15,2,6.8,1501.23,11,13.72,1881519.7
apartment,MT,Centro-Oeste,Cuiabá,Área Nobre,FipeZAP,6931.0,218,4,5,30,2,9.2,2953.73,20,3.22,2509618.65
apartment,DF,Centro-Oeste,Brasília,Área Universitária,FipeZAP,10090.0,59,2,3,17,0,8.5,569.77,8,8.93,853126.09
house,RN,Nordeste,Natal,Área Universitária,FipeZAP,6334.0,155,4,5,0,2,8.8,611.58,15,4.85,1482836.37
house,PR,Sul,Curitiba,Centro,FipeZAP,11694.0,208,4,3,0,4,7.0,854.42,31,2.9,2758432.42
house,DF,Centro-Oeste,Brasília,Zona Oeste,FipeZAP,10090.0,78,2,1,0,3,7.1,527.87,27,18.93,757559.24
apartment,AC,Norte,Rio Branco,Região Periférica,estimated_regional_proxy,5200.0,175,3,3,22,0,5.4,910.11,17,22.53,730445.6
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,122,2,3,33,0,9.4,2179.82,1,1.37,2102921.01
apartment,BA,Nordeste,Salvador,Região Comercial,FipeZAP,8385.0,165,4,4,1,1,7.9,1218.1,37,8.78,1623997.01
house,SC,Sul,Florianópolis,Zona Norte,FipeZAP,13208.0,178,2,2,0,2,7.0,639.25,14,9.13,2077458.57
house,RO,Norte,Porto Velho,Zona Norte,estimated_regional_proxy,5600.0,154,3,2,0,1,7.0,391.38,18,11.51,832725.96
apartment,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,47,2,2,14,1,7.2,648.84,17,18.64,457250.66
apartment,PE,Nordeste,Recife,Área Universitária,FipeZAP,8615.0,68,2,2,35,2,7.6,743.99,35,5.13,675533.67
apartment,AC,Norte,Rio Branco,Região Residencial,estimated_regional_proxy,5200.0,174,3,2,34,1,6.8,2067.25,27,5.3,1025322.89
apartment,AC,Norte,Rio Branco,Zona Oeste,estimated_regional_proxy,5200.0,135,2,3,26,0,6.8,1643.89,40,13.53,586435.24
apartment,PR,Sul,Curitiba,Zona Oeste,FipeZAP,11694.0,31,1,1,33,0,8.1,427.23,32,9.6,337966.35
apartment,AC,Norte,Rio Branco,Zona Norte,estimated_regional_proxy,5200.0,71,2,2,30,0,7.9,789.65,37,6.26,356772.32
apartment,RN,Nordeste,Natal,Região Residencial,FipeZAP,6334.0,130,2,1,28,1,7.3,1004.1,0,11.74,990287.73
apartment,MG,Sudeste,Belo Horizonte,Área Nobre,FipeZAP,10663.0,198,3,2,19,3,9.5,2313.05,14,1.03,3306830.64
apartment,AM,Norte,Manaus,Zona Sul,FipeZAP,7513.0,106,3,3,17,1,9.5,1629.15,35,3.64,1109658.22
apartment,CE,Nordeste,Fortaleza,Zona Sul,FipeZAP,9350.0,31,1,1,5,0,9.4,323.72,9,3.05,557179.81
apartment,CE,Nordeste,Fortaleza,Região Periférica,FipeZAP,9350.0,31,2,2,16,0,6.3,331.18,38,13.07,155132.5
apartment,SC,Sul,Florianópolis,Zona Sul,FipeZAP,13208.0,131,3,4,31,1,8.8,1116.48,11,6.83,2234586.27
apartment,PI,Nordeste,Teresina,Zona Norte,FipeZAP,5857.0,89,3,2,13,1,7.5,863.69,39,9.43,478739.96
apartment,PB,Nordeste,João Pessoa,Zona Norte,FipeZAP,8081.0,118,2,3,25,1,7.4,1488.74,28,6.41,961194.87
apartment,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,118,2,3,7,1,9.2,1410.79,34,2.37,987407.63
house,RJ,Sudeste,Rio de Janeiro,Zona Leste,FipeZAP,10939.0,197,3,4,0,3,5.8,721.61,11,14.7,2041944.38
house,TO,Norte,Palmas,Centro,estimated_regional_proxy,5900.0,231,3,2,0,1,8.1,811.86,33,3.47,1677112.53
house,PE,Nordeste,Recife,Zona Leste,FipeZAP,8615.0,205,4,4,0,1,6.2,810.86,28,19.41,1633219.25
apartment,PE,Nordeste,Recife,Região Periférica,FipeZAP,8615.0,206,4,3,35,1,6.0,1736.82,20,26.78,1421115.14
apartment,CE,Nordeste,Fortaleza,Região Periférica,FipeZAP,9350.0,176,4,4,13,2,5.1,1415.12,30,17.73,1324517.51
apartment,PI,Nordeste,Teresina,Região Comercial,FipeZAP,5857.0,90,4,4,17,1,8.1,1170.81,19,3.21,859628.26
apartment,RN,Nordeste,Natal,Centro,FipeZAP,6334.0,156,4,4,35,2,9.3,2249.08,18,0.71,1514546.25
apartment,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,158,3,4,30,0,5.3,882.65,16,19.85,1784601.77
apartment,PB,Nordeste,João Pessoa,Região Residencial,FipeZAP,8081.0,138,4,3,32,1,7.3,1833.98,3,7.42,1488556.24
apartment,CE,Nordeste,Fortaleza,Região Comercial,FipeZAP,9350.0,46,3,2,20,2,6.9,539.14,32,5.21,665687.44
apartment,RN,Nordeste,Natal,Região Comercial,FipeZAP,6334.0,114,3,2,27,2,7.8,1279.2,32,6.68,1043842.53
apartment,PE,Nordeste,Recife,Região Periférica,FipeZAP,8615.0,91,2,1,19,2,5.8,1101.94,4,22.32,716249.94
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,198,4,5,33,1,7.0,2579.65,20,12.55,2607825.99
house,PA,Norte,Belém,Zona Sul,FipeZAP,8882.0,269,5,5,0,3,9.1,1287.45,10,5.91,2858202.85
apartment,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,43,1,2,16,2,6.2,468.24,11,24.62,416953.63
house,PE,Nordeste,Recife,Região Comercial,FipeZAP,8615.0,130,2,2,0,2,6.7,507.79,23,4.1,1190524.41
apartment,RS,Sul,Porto Alegre,Área Nobre,FipeZAP,7579.0,54,2,2,3,0,9.2,667.38,30,1.79,595842.86
house,AL,Nordeste,Maceió,Região Comercial,FipeZAP,9908.0,310,5,5,0,2,8.8,1093.76,23,6.65,3064561.04
apartment,GO,Centro-Oeste,Goiânia,Centro,FipeZAP,8226.0,67,1,1,28,0,8.6,891.69,24,3.97,713343.07
apartment,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,128,3,3,21,0,5.7,1092.09,34,27.83,879013.57
apartment,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,118,2,1,5,1,6.2,832.53,3,6.28,1165822.52
apartment,RN,Nordeste,Natal,Área Nobre,FipeZAP,6334.0,216,4,5,23,1,9.1,1979.55,30,5.32,2004657.23
apartment,RS,Sul,Porto Alegre,Zona Leste,FipeZAP,7579.0,54,2,3,7,2,5.7,669.06,35,14.8,395667.08
